wind speed,power output
5.846867085,485.0226135
9.603902817,2366.865967
9.952177048,2331.320068
6.710285187,746.1740723
8.803702354,1811.625
7.494394779,1084.147949
6.539365768,739.3756714
5.164262772,307.4363098
9.689206123,2265.773926
6.395431995,691.2609863
6.138770103,648.3959961
7.659375191,1274.243042
10.79905033,2642.353027
8.579719543,1812.094971
6.437236786,597.4630737
6.865678787,1040.182007
7.762773037,1170.427979
8.047109604,1461.083984
5.343292236,346.0407104
9.19630146,2456.895996
8.200429916,1481.182007
9.352230072,1977.958984
5.188869953,305.4403076
5.46708107,375.0234985
11.77143002,3355.034912
6.538627148,608.3654785
12.46156979,3429.50293
12.04312038,3164.85791
6.440138817,675.9691772
5.711439133,613.2918701
5.892024994,456.219696
8.282092094,1427.324951
5.466823101,351.0505981
8.393120766,1762.495972
6.537745953,724.5761108
5.769215107,461.9674988
8.772309303,2038.245972
8.677745819,1695.729004
11.41561985,2842.964111
11.10558033,3159.437012
7.069721222,1107.082031
5.623175144,419.15271
11.64410019,3244.451904
6.424201012,648.5457153
7.729798794,1198.045044
12.15126991,3220.75293
8.530641556,1524.889038
7.987569809,1698.503052
10.47939014,2841.933105
5.67990303,487.1908875
8.108037949,1327.154053
10.34031963,2611.345947
6.070957184,557.255188
12.00755024,3398.666016
9.455161095,2345.613037
6.269406796,738.005127
5.163553238,344.2409973
11.70808983,3264.899902
11.87493038,3346.541992
10.19272995,2622.813965
6.725934982,824.1663818
8.256094933,1454.880005
7.399674892,1087.437012
7.849709988,1261.262939
5.936138153,523.550415
9.062962532,2289.74707
8.288764954,1614.584961
6.333438873,791.2929077
5.614851952,365.944397
9.136208534,1748.339966
5.649796963,367.3163147
6.885268211,823.8673706
11.87644958,3251.612061
11.52853012,3076.628906
7.71962595,1427.531982
6.536554813,742.1124268
6.128743172,570.2681885
6.761855125,912.5037231
10.94316006,2564.593994
9.338321686,2300.803955
8.420061111,1466.706055
10.12693024,2454.147949
6.641517162,1103.366943
10.61913967,2462.915039
7.472226143,1214.125977
5.703691959,645.5767212
12.21557999,3406.01001
7.352629185,1028.359009
9.690437317,2543.85791
7.625729084,1228.063965
5.484382153,457.1832886
11.43675041,3182.297119
9.583738327,2019.969971
6.900893211,734.9243774
5.722199917,499.7974854
11.61876965,2969.498047
7.0734272,826.3505249
10.75646973,2805.141113
6.909494877,964.1978149
6.199008942,574.5487061
8.636088371,1472.119019
7.868031979,1237.854004
11.15291977,2842.594971
12.56752014,3485.655029
6.484756947,704.7045898
11.08372974,2703.499023
5.454603195,400.0378113
8.23695755,1636.935059
5.037045956,269.5960999
6.791715145,799.1862793
10.37773037,2939.614014
10.42391014,3018.148926
8.274703026,1355.389038
9.066856384,2007.177002
6.410430908,621.6168823
8.372915268,1612.860962
9.021386147,1558.17395
6.060272217,595.8121948
5.518344879,379.0805054
6.185744762,643.6668701
5.231945992,344.8510132
7.514624119,1302.081055
8.798407555,1487.71106
6.348268986,680.9163208
7.559121132,1211.927979
7.294691086,1177.98999
5.867814064,461.2058105
8.143515587,1412.313965
12.05076981,3342.228027
10.85286999,2498.665039
8.46851635,1740.274048
7.038352966,912.1373291
12.38829041,3558.370117
6.633028984,736.5562134
9.286572456,2128.549072
10.19361019,2538.913086
12.57808971,3363.197021
12.3469696,3458.9729
6.282317162,690.1901855
5.599788189,786.1414185
10.75247955,2725.26709
5.045043945,273.7406921
11.27118015,2855.871094
12.21599007,3219.878906
6.811439037,861.6859131
7.103898048,1124.572998
10.57254028,2543.702881
11.23272038,3202.881104
6.089951992,554.6981201
10.54349041,2819.64209
10.74540997,3097.979004
6.671264172,725.5203857
8.781364441,1813.562988
6.926003933,845.1271973
7.238533974,910.6851196
10.40163994,2966.446045
10.89503956,2657.293945
5.166860104,371.6173096
12.57738972,3427.875977
12.88932037,3601.024902
8.400532722,1893.229004
6.065993786,578.6599121
12.32085991,3499.053955
8.830834389,2119.268066
8.575174332,1606.89502
7.323225021,895.3444214
11.98596001,3228.175049
12.74396992,3591.560059
9.886129379,2603.916016
6.721062183,933.4232178
8.494005203,1642.862061
12.61975002,3479.653076
9.47221756,2328.104004
6.879769802,791.8890991
9.025396347,1828.410034
7.221073151,950.9257813
7.435173988,1093.009033
6.027736187,701.331604
6.830992222,707.0690918
12.43350983,3384.137939
6.023961067,680.5194702
5.98491621,510.7124939
9.183758736,1990.608032
8.238817215,1825.813965
9.637134552,2178.977051
9.437619209,2301.9729
8.410930634,1961.583008
9.023097038,1940.176025
7.41960001,950.2340088
12.66930008,3459.860107
7.641036034,1096.237061
6.179503918,605.9970093
9.367699623,2081.320068
11.43206024,3170.898926
12.3178997,3269.898926
8.17042923,1392.63501
7.88700819,1128.671997
11.29281044,2868.835938
9.69942379,2150.35791
6.974689007,1244.207031
12.5582304,3600.802002
9.193206787,2165.514893
12.03934956,3285.001953
5.571848869,439.6391907
7.322437763,1087.824951
8.767066002,1785.511963
6.133815765,658.2020264
6.69093895,882.5654297
7.564499855,1598.338989
9.995114326,2575.865967
8.064557076,1367.807983
7.09886694,1038.088989
7.605034828,1029.034058
9.030614853,1880.043945
8.745729446,1651.214966
7.847957134,1108.718018
5.724850178,431.3106079
5.43265295,352.0584106
5.203132153,363.5455017
9.446462631,2205.285889
8.16440773,1262.255005
5.867510796,636.6160278
9.574184418,2484.647949
6.026527882,656.0900269
11.04312992,2815.887939
11.56081963,3052.187012
10.46901035,2306.458008
6.414773941,882.0900879
10.96352959,2955.11499
9.26418972,2075.705078
5.150257111,336.9247131
7.038125038,854.2532959
9.921305656,2313.839111
5.523087025,466.422699
10.13755035,2742.711914
11.81138039,3033.128906
6.067756176,532.0814819
11.04714966,2945.406006
6.650312901,776.1773071
9.331485748,1881.801025
6.814878941,674.8098755
7.307291985,921.3444824
5.210789204,306.436615
5.696938992,660.895874
8.133914948,1480.369995
8.331133842,1832.462036
6.185735226,526.8325195
12.72381973,3578.074951
10.77912998,2714.389893
5.159636021,370.9992065
8.531104088,1331.792969
8.047497749,1624.269043
10.21741009,2476.577881
10.82495975,2520.846924
7.213116169,1117.911011
7.609490871,1246.285034
8.437855721,1743.628052
11.93424988,3359.292969
10.92516041,3073.4729
10.98025036,2910.87207
12.06997013,3364.284912
5.829696178,464.1311951
11.5927,2971.850098
6.871343136,914.996582
12.49827003,3517.832031
11.63996029,3180.775879
11.36538982,3270.489014
6.405451775,624.3917847
10.8350296,2496.370117
11.67572021,3131.541992
5.345458984,350.7710876
10.97725964,2884.568115
11.8303299,3249.569092
6.234964848,645.2213135
5.313576221,515.0449219
8.030617714,1302.770996
6.557679176,887.2006836
7.46707201,1058.228027
6.184074879,655.1727905
7.104876041,795.3084717
12.21969986,3471.412109
11.10455036,2979.418945
5.631221771,418.5513
7.384115219,1150.333008
5.927492142,534.1223145
8.42874527,1656.508057
12.56013966,3376.547119
9.936635971,2549.176025
7.244969845,953.4973145
8.98470211,1828.605957
5.316034794,343.7099915
7.90887785,1316.005005
6.01602602,663.6558228
9.409116745,2267.687988
9.230122566,1954.756958
8.216507912,1468.095947
6.496373177,673.4796143
7.10496521,1001.133972
5.755291939,392.8124084
6.604586124,711.9661255
9.584248543,2017.886963
6.457355976,684.5991821
5.024988174,270.0035095
6.939890862,823.0930176
7.874291897,1413.777954
12.0836401,3395.394043
6.586737156,800.8289185
5.589779854,437.9432983
6.093295097,475.7441101
10.02548981,2683.351074
10.80278015,2707.718018
5.683623791,427.857605
10.53606033,2724.595947
8.547736168,1592.474976
9.248731613,1994.534058
8.504962921,1789.569946
12.53835011,3336.531982
10.06910038,2522.730957
12.29916,3327.715088
7.921876907,1177.521973
10.5244503,3016.516113
9.042333603,1747.827026
9.545253754,2079.471924
7.169613838,970.8961792
10.13059998,2622.834961
12.83469963,3548.936035
5.789972782,537.5579834
7.865622044,1197.319946
9.292372704,1885.749023
6.019379139,531.8035889
10.02143002,2549.98999
7.316765785,1375.265991
12.32635975,3462.093018
6.595424175,694.0062256
7.048066139,904.6035767
7.375060081,1258.623047
6.907885075,748.1187744
5.034956932,332.9645996
5.37731123,344.4461975
10.95753002,3153.894043
10.84729004,2502.718994
6.242135048,546.6425171
9.213813782,2129.177002
5.918684006,435.8208923
6.841843128,869.3972168
11.89960003,3296.89502
5.169106007,305.3682861
6.191799164,644.2092896
7.314272881,1054.422974
11.75004005,3391.875
8.183897972,1590.267944
7.684907913,1309.457031
12.14513016,3077.763916
8.146231651,1661.227051
5.842320919,469.2316895
6.473023891,752.6450195
9.884157181,2618.049072
10.86408043,2776.999023
6.444835186,670.7619019
11.42234993,2953.474121
5.246193886,357.416687
8.779360771,2169.958984
7.83505106,1304.942017
5.687948227,439.4588013
9.374662399,2197.542969
7.542243004,963.005188
7.270099163,909.6555176
9.768400192,2278.459961
12.73814964,3603.884033
10.94855022,2641.110107
10.39381981,2788.707031
5.993382931,593.465271
7.655891895,1274.088013
10.18356037,2526.590088
7.828400135,1233.781006
12.74118042,3521.512939
6.17223978,660.6942749
6.335233212,629.4874878
9.273853302,2051.395996
7.258098125,907.4282227
8.994411469,1964.975952
7.634232998,1094.147949
5.031444073,276.7063904
6.872299194,714.4473267
7.371815205,1101.998047
10.99827957,2707.853027
5.099588871,303.4483032
8.68564415,1529.515991
7.339613914,917.1751709
8.735430717,1974.154053
8.678294182,1755.354004
6.088521957,548.414917
10.04870033,2668.512939
6.864838123,847.6182861
11.96376991,3407.441895
8.201016426,1486.22998
7.396049023,1124.724976
9.826652527,2158.689941
11.21352005,2857.745117
11.77385998,3430.464111
5.327270985,338.8652039
5.952119827,573.4415894
6.504539967,769.0515747
6.039323807,483.5013123
5.032383919,346.4833069
5.665929794,454.5144043
9.230013847,1906.034058
10.91287994,3023.790039
11.70742035,3166.37207
10.11159992,2111.333984
9.90307045,1972.238037
8.575974464,1698.939941
10.81344032,2837.853027
5.046273232,274.6843872
10.23614979,2417.196045
5.434566021,375.1618958
9.279539108,2199.031006
7.745872021,1074.984009
7.088452816,903.2213745
12.7191,3479.833008
7.405731201,1298.397949
10.59916019,2830.301025
5.819406986,478.006012
7.337545872,1028.831055
5.392120838,387.1034851
5.276323795,432.8146057
11.18994999,2841.488037
8.146453857,1503.677979
10.61061954,2641.0271
6.192457199,555.9447021
7.399215221,1306.098999
7.18823719,960.0291138
5.647881985,543.3710938
8.628590584,1556.229004
6.758135796,799.0856934
6.588953972,949.4854126
5.62868309,403.2858887
5.78942585,436.6362915
11.28512955,3373.835938
12.06614971,3508.603027
5.38253212,348.0393066
11.2700901,3038.86499
5.425038815,338.1958923
11.53316975,3076.513916
5.574808121,446.8157043
7.7596488,1316.177979
5.062178135,278.9064026
8.152834892,1564.197021
9.569974899,2354.375977
6.284431934,639.5477905
9.678361893,2205.868896
10.15581036,2611.104004
6.527942181,689.6538086
8.033035278,1420.685059
8.308590889,1761.287964
6.011325836,507.3081055
5.128513813,335.0664063
8.636086464,1580.86499
6.585955143,629.5750122
7.360517979,922.9785767
10.93185043,3110.23291
7.086803913,1131.987061
5.304152012,339.6589966
5.547708988,379.9367065
7.490427017,986.7363892
7.713572979,1267.401978
6.517020226,752.4528809
11.5299902,3534.530029
6.719317913,859.0899048
11.41434002,3115.790039
6.170475006,639.6013184
12.72906017,3511.4729
9.97882843,2231.113037
5.50328207,440.6218872
6.383844852,718.2651978
6.788805008,739.0529785
10.25004959,2584.02002
12.64826012,3545.556885
6.11991787,556.2283936
7.974151134,1279.428955
8.58787632,1751.21106
8.675406456,1485.079956
8.841268539,1708.891968
6.384533882,745.4453125
6.636931896,746.5720825
5.497747898,354.5604858
12.99435997,3600.637939
5.799884796,419.6297913
9.921695709,2419.943115
8.372943878,1655.932983
6.922530174,945.5339966
8.455530167,1293.68103
9.649033546,2235.361084
8.331635475,1624.150024
10.71294022,3000.090088
6.5204072,714.4121704
6.113344193,634.6546021
6.600272179,1020.866028
8.258587837,1534.812012
6.792469978,891.4854126
5.429712772,321.4393005
10.69268036,2619.664063
11.00821018,3194.166016
6.023571014,613.7263794
9.680937767,1963.239014
9.246983528,2214.554932
10.53376007,2755.821045
10.0862999,2517.137939
5.131775856,310.3463135
6.754741192,827.9755859
6.32764101,622.5482788
6.366230965,764.1893921
7.058122158,949.9785156
10.71428013,2620.861084
6.342978001,783.4611206
6.871440887,974.1928711
7.117507935,1008.106995
9.064243317,1969.744995
6.167088985,584.5974731
7.266918182,1236.536987
12.2768898,3264.510986
7.302789211,1070.436035
6.812810898,835.4147949
6.238823891,598.1688232
8.116291046,1470.95105
7.234755039,937.902771
10.47097015,2616.156982
9.102861404,1863.975952
6.956849098,897.4343872
9.930040359,2098.520996
10.29959965,2598.240967
6.094873905,584.3463135
11.43062973,3197.572998
5.28339386,346.5983887
6.035223961,613.5264282
8.8253479,1854.32605
12.55663967,3441.281982
11.65299988,2975.931885
6.689681053,932.4849854
5.065639019,464.2799072
9.90581131,2717.62207
11.19929028,2764.518066
6.859621048,883.7844849
11.16792965,3216.736084
5.851168156,468.1914063
6.100800037,544.4179077
6.859138012,884.4675903
5.078282833,320.9796143
5.080855846,381.1726074
7.999277115,1412.744019
6.060597897,666.697876
6.973581791,907.7675171
10.67446995,2807.613037
10.39085007,2740.50708
9.697155952,2398.371094
6.715493202,835.2694702
8.79302597,1814.609009
8.648692131,1665.281982
10.82464027,2905.429932
7.981135845,1276.337036
9.589136124,2145.888916
8.002860069,1380.280029
7.980237007,1332.098022
8.457146645,1900.078979
11.85966015,3444.594971
8.003679276,1255.737061
11.62207985,3458.584961
5.606983185,759.6516724
5.866416931,522.4882202
8.180149078,1654.817017
11.01471996,3095.965088
6.485226154,751.2034912
11.71197033,3282.02002
10.11874962,2231.287109
7.042200089,954.8873901
9.342899323,2017.774048
11.85241985,3268.414063
6.73448801,1010.695984
12.73666954,3376.865967
5.445234776,345.6102905
12.1683197,3455.24707
8.614386559,1792.68396
6.518995762,843.8676147
9.002326012,1847.902954
6.597754955,736.5372925
6.816998959,932.3380127
9.024198532,1986.785034
7.849605083,1187.042969
12.11093044,3318.706055
6.720682144,677.0524292
6.826454163,731.3355103
6.820982933,826.2282715
6.832296848,799.0239258
6.586017132,636.1715698
6.984648228,1036.473999
7.874101162,1238.811035
10.73921013,2651.101074
11.89585018,3252.11499
11.32454967,3143.2229
9.839372635,2161.466064
7.871407986,1214.088989
9.772493362,2101.287109
9.304688454,2115.190918
6.4403162,588.2955933
6.400547028,599.2105713
5.83514595,435.1636963
9.624699593,2162.746094
5.816714764,508.1293945
6.590144157,789.369812
5.335616112,313.7638855
5.393813133,362.282196
11.2059803,2846.61499
5.657978058,458.1116943
7.641854763,1208.292969
12.40019035,3530.352051
5.589614868,398.730896
9.060180664,1933.212036
5.834433079,464.2926025
6.818181992,805.7359009
5.183282852,316.0869141
8.038939476,1714.953979
7.072823048,901.8673706
10.64136028,2670.195068
11.66602039,2947.498047
12.19948959,3550.531982
6.739151001,742.4315186
9.811475754,2396.210938
11.7551403,3415.403076
6.215415955,649.4180298
5.751058102,454.890686
7.048316002,919.3505249
9.406497002,1812.839966
8.609680176,1927.422974
6.740904808,668.680481
9.26753521,2200.612061
8.939738274,1757.959961
9.149640083,2094.079102
10.11655045,2513.969971
9.39339447,2057.033936
5.906611919,426.1827087
7.759739876,1144.436035
6.100089073,530.5247192
8.322793961,1429.828003
11.97964001,3382.743896
6.930682182,789.8092041
7.583481789,1167.384033
5.300684929,313.8815918
7.46066618,1351.391968
11.77379036,3352.854004
10.48791027,2603.644043
8.051522255,1382.463989
10.74899006,2498.540039
5.17790699,292.6523132
5.113585949,332.8039856
6.190412998,574.9934082
12.84053993,3513.801025
6.539721966,653.9666138
8.112168312,1385.040039
7.402759075,963.9675903
10.13788033,2601.740967
9.944020271,2605.77002
5.483191013,419.8226013
5.398966789,339.3615112
8.194050789,1701.312012
9.563335419,1886.553955
7.838383198,1244.18396
5.560085773,418.5349121
8.62898159,2038.709961
12.85583019,3525.105957
9.480909348,2159.093994
5.402947903,375.2991028
7.172362804,1202.485962
11.16022015,3236.758057
10.90878963,2722.253906
6.479762077,761.3859253
7.966619015,1464.166992
9.909971237,2199.250977
6.967169762,911.0015869
7.881015778,1248.901978
7.055658817,859.0521851
5.767288208,502.7907104
11.00726986,2721.74292
7.04805994,849.6262207
12.29273033,3403.725098
5.976191998,655.3572998
11.91287041,3235.875
6.450551987,679.078125
5.880711079,514.8010864
8.910794258,1902.057983
6.648150921,763.6652222
11.34657001,3104.065918
11.56243992,2913.608887
9.594311714,2522.329102
8.189281464,1483.297974
5.896400928,446.0877075
8.132828712,1148.229004
7.7003479,1279.366943
5.97619009,545.4420166
6.943427086,1046.171997
11.12504005,2940.12207
9.147723198,2133.528076
11.98950958,3369.62207
10.45376968,2766.720947
5.474349976,364.3678894
6.685676098,777.5452271
8.023237228,1537.93396
5.828674793,879.7988892
6.851933956,840.9315796
7.480989933,977.119873
9.642254829,2112.927002
8.090535164,1365.244995
6.060914993,587.8195801
12.84082031,3559.520996
6.12059021,569.3928223
7.769581795,1103.656006
10.4644804,2603.299072
10.28684044,2556.724121
7.960939884,1335.717041
12.09607029,3467.808105
6.634879112,723.7501221
11.28337955,3070.064941
8.74273777,1688.636963
8.381398201,1675.968018
8.690278053,1666.661987
10.84016991,2823.488037
7.259961128,912.7202148
11.98820019,3193.729004
5.182559013,409.2272949
9.121159554,2019.337036
8.677684784,1906.505005
11.0458498,3158.555908
10.00168037,2682.908936
7.918232918,1086.689941
5.897168159,487.6163025
9.778508186,2215.134033
6.778845787,724.3939209
11.27190018,3134.518066
12.10925007,3359.702881
6.057130814,535.1113892
6.697914124,771.8328857
10.07886028,2385.356934
12.88799,3402.269043
9.101119995,2280.789063
7.109292984,985.8743286
7.254723072,1144.317993
7.604959011,1170.635986
8.720710754,1914.267944
7.957138062,1387.078979
7.567090034,1179.952026
6.499684811,919.9321289
8.506333351,1720.863037
6.558577061,699.9116211
5.594626904,384.5999146
6.842362881,829.1655273
6.045198917,568.1567993
6.179992199,616.2548218
5.117714882,299.249115
6.5596838,787.2312012
5.679545879,426.8389893
5.661529064,526.6207886
12.18811035,3421.954102
11.10587978,2943.491943
6.013167858,578.2615967
10.59550953,2887.636963
9.085986137,1852.134033
10.33708954,2651.875
7.042296886,751.8060303
11.27223015,2828.035889
10.11373997,2775.337891
6.924160004,766.0792236
7.329276085,1018.156006
7.806019783,1457.026978
11.15633011,3053.624023
6.312195778,708.1196899
8.717049599,1625.887939
10.64008999,2730.667969
5.767449856,488.3517151
6.617256165,895.8895874
8.890886307,2121.104004
10.46477032,2584.665039
12.07542038,3393.237061
7.748125076,1254.579956
12.20588017,2577.683105
6.709152222,728.6021118
10.53872967,2681.295898
8.503651619,1945.781982
7.26967001,906.9719849
6.625010014,1064.369019
8.656012535,2012.579956
10.30049038,2396.175049
6.855538845,941.177002
6.60173893,642.5427246
5.959926128,548.7376709
5.334873199,399.3049927
5.128540039,312.0252991
12.1477499,3404.714111
12.25203037,3489.73291
6.234474182,593.9143066
6.955541134,838.9639893
7.055401802,1140.134033
7.160491943,960.9487305
9.690158844,2134.98999
6.318062782,589.7344971
7.349854946,1064.199951
6.083834171,829.427124
8.039491653,1627.103027
7.351408005,869.9786987
5.59703207,470.2001038
11.65244961,3281.716064
5.918607235,489.0389099
8.632799149,1736.060059
8.188440323,1781.06897
12.46702957,3479.845947
12.11470985,3166.917969
10.43190002,2622.128906
8.908711433,2126.011963
6.053187847,585.0908813
12.99246979,3577.181885
8.305112839,1547.41394
8.847234726,2163.919922
6.612678051,753.423584
12.35011005,3279.383057
5.501788139,411.6412048
12.56622028,3598.589111
8.499515533,1559.547974
10.48948002,2902.611084
10.3193903,2715.706055
12.95057011,3461.080078
7.693466187,1415.447021
6.456718922,664.7894287
5.568486214,571.0336304
10.62362003,2555.968994
5.13694191,304.3729858
8.891736031,2140.145996
9.031012535,1659.94397
8.622097015,1999.072021
8.787067413,1867.911987
